1步杀421,1Rb1kc3/4a4/4bc3/1N2C4/9/9/9/9/9/3K5 w
5步杀4897,9/2n2R3/b3k4/4N4/6pn1/3C5/3c5/5p3/4p4/5K3 w
5步杀4898,5R3/4k2C1/9/4N4/9/9/9/r2p5/4p4/3K5 w
5步杀4899,1C1a5/9/3ak1N2/9/9/5R3/7r1/5p3/4p4/5K3 w
5步杀4900,2ba1k3/9/9/1N1R5/9/5C3/9/9/4p1pr1/5K3 w
5步杀4901,4ka3/1N2a4/9/9/4p4/2R6/9/3C5/4r1p2/5K3 w
5步杀4902,4kab2/6R2/4b4/3N5/3Cp4/9/9/9/1r2p4/3K1p3 w
5步杀4903,2b1ka3/5R3/4ba1N1/8C/9/9/9/3p5/2r1p4/3K1p3 w
5步杀4904,3ak1b2/1R7/3ab4/5N3/9/5C3/3r5/3pp4/4p4/3K5 w
5步杀4905,4kab2/4aRN2/4b4/6r1C/9/9/9/4p4/3p1p3/4K4 w
5步杀4906,3akab1C/1r7/9/6RN1/9/9/9/4p4/2ppA4/4KA3 w
5步杀4907,1R1ck4/4a4/5a3/4N4/9/4C4/9/9/2r1p4/5K3 w
5步杀4908,N2akab2/9/1R2b4/1C7/9/9/9/9/5pr2/4K2c1 w
5步杀4909,N2akab2/9/1R2b4/1C7/9/6B2/9/5A2B/5pr2/3AK2c1 w
5步杀4910,3c5/6NC1/3k5/9/6b2/9/r8/9/3p1p3/4K1R2 w
5步杀4911,3R1a3/9/4k4/4C4/9/1Nc6/1r7/3p5/4p4/3K5 w
5步杀4912,1cb3b2/4k4/3N5/3R5/3C5/9/7r1/5p3/4p4/5K3 w
5步杀4913,3a2bC1/9/4ka1Nb/9/9/2B3R2/2r6/3AB4/4Ap1pc/3K5 w
5步杀4914,2b6/9/CR1ck4/3N5/4p4/9/9/9/3p1p2r/4K4 w
5步杀4915,5a1c1/3k5/1C2R4/4N4/9/9/9/4p4/3p4r/4K1p2 w
5步杀4916,2ba1k3/4a4/4c4/6N2/2r6/6R2/6c2/4C4/3pA4/4KA3 w
5步杀4917,3a1k3/4a4/b3c3b/6N2/2r6/6R2/6c2/4C4/3pA4/4KA3 w
5步杀4918,2bk1a3/4a4/b3c4/2N1C1r2/9/2R6/2c6/4B4/5p3/3AK1B2 w
5步杀4919,5k2C/4a4/9/9/5N3/9/9/1R1A1n3/2r6/3K5 w
5步杀4920,4kab2/4a4/8n/1R3N3/9/9/9/9/4r1p2/2C2K3 w
5步杀4921,3ak1N2/1C7/8R/9/n8/9/9/3p5/r3p4/3K5 w
5步杀4922,9/5R3/b1C1k4/9/4N4/7n1/9/5p3/4p2r1/5K3 w
5步杀4923,2bak4/rn3RN2/4b4/9/9/9/9/3p1C3/2p1p4/3K5 w
5步杀4924,C1ba1k3/4a4/5c3/1N5R1/9/9/4n4/9/5r3/3K5 w
5步杀4925,2N6/4ak3/3a5/7C1/9/7R1/9/9/3rA4/1cnAK4 w
5步杀4926,6N2/3ka4/5a3/1C7/9/1R7/9/9/4Ar3/4KAnc1 w
5步杀4927,6N2/3ka4/b4a3/1C7/6b2/1R7/9/9/4Ar3/4KAnc1 w
5步杀4928,4k4/4a4/3c1a3/4N4/9/1R2C4/9/9/r5pn1/3A1K3 w
5步杀4929,4kab2/4a4/8n/1R3N3/9/9/9/9/4r1p2/2C2K2c w
5步杀4930,9/CcNka1R2/3a5/9/9/9/9/3A1p3/2n4r1/5K3 w
5步杀4931,3a1a3/3R5/4bk3/9/8N/8C/9/nr2B4/4p4/c2K5 w
5步杀4932,4k1b2/4a4/3a2N2/9/9/2C6/4p4/4B4/4rn2c/1R1K5 w
5步杀4933,5a1C1/3ka4/4b4/7N1/2b6/9/9/5n3/3p1r3/1R2K3c w
5步杀4934,6N2/3ka4/5a3/1C7/9/1R7/9/7n1/3pAr3/3AK3c w
5步杀4935,6N2/3ka4/5a3/1C7/9/1R7/9/9/3pAr3/4KAnc1 w
5步杀4936,N2akab2/9/1R2b4/1C7/9/9/9/2n6/5pr2/4K3c w
5步杀4937,3a5/4a3R/4bk1N1/9/5c3/5p3/9/4C4/1n1KA4/2r2AB2 w
5步杀4938,3k1ab2/4a4/4b4/N1R6/9/9/2c6/4C1n2/3r1p3/3AKA3 w
5步杀4939,5a3/R3a4/1N1kb4/9/3c5/3p5/9/4C4/4AK1n1/2BA2r2 w
5步杀4940,9/7N1/4k3C/3R5/9/1n7/9/3p5/1r2p4/3K3c1 w
5步杀4941,5N3/1cC1k4/5a3/3R5/9/6n2/r8/3p5/4p4/3K5 w
5步杀4942,4kab2/1N2a4/9/9/4p4/2R6/9/3C4n/4r1p2/5K2c w
5步杀4943,1n1a1a3/4k4/3cb4/2R6/2b1N4/4C1p2/9/9/5pr2/3AK4 w
5步杀4944,3a1a1n1/4k4/4bc3/6R2/4N1b2/2p1C4/9/9/2rp5/4KA3 w
5步杀4945,5a3/R3a4/1N1kb4/9/3c5/3p5/9/4C1n2/4Ap1r1/3AK4 w
5步杀4946,2ra1kb2/4a4/4b4/8C/2c3p2/7RN/9/4nA3/4Ap3/3K5 w
5步杀4947,5cb2/4a4/C4k3/1R7/2bN5/9/8p/B1nA5/2rp5/2BAK4 w
5步杀4948,3ak4/9/5a2C/7N1/9/c3c4/9/2n1B4/3rA4/2B1KAR2 w
5步杀4949,6b2/3ka1N2/9/9/9/4R4/3c5/4B4/1rnc1p3/4K3C w
5步杀4950,3c1c2R/9/b2k1NnrC/9/9/9/9/9/3p1p3/4K4 w
5步杀4951,2ba1k3/4a4/4b4/6N2/2p6/6R2/6c2/2n1C4/3pAr3/1c2KA3 w
5步杀4952,4k1b2/R3a4/3a2N2/2C6/9/9/4n4/4B4/4rn3/3K5 w
5步杀4953,3nR4/5k3/9/2N6/9/9/9/2n6/C2p1r3/4K4 w
5步杀4954,2b3b2/9/4ka1N1/9/1C7/2R6/1n6r/4n4/4Ap3/3AK4 w
5步杀4955,9/3nan3/3k2C1R/2N6/9/9/9/9/1r2p4/5K1p1 w
5步杀4956,2baka3/4n4/4r2R1/9/3N5/7C1/7n1/3pp4/9/3K5 w
5步杀4957,1nbak4/4a4/1N2b4/7R1/9/6C2/9/6n2/2rp1p3/4KAB2 w
5步杀4958,2baka3/8C/9/9/4N4/9/9/3nn4/3rA4/c3KAR2 w
5步杀4959,2c4R1/C4k3/4bc3/2N6/8n/9/9/9/1nr1p4/3K5 w
5步杀4960,3c1c2R/9/b2k1NnrC/6p2/1n7/9/9/9/3p1p3/4K4 w
5步杀4961,3k5/9/3a5/6N2/9/C1R6/1r7/9/4r4/3K5 w
5步杀4962,3k5/9/3a5/6N2/C1R6/9/9/9/1r2r4/3K5 w
5步杀4963,5k3/9/5a3/2N6/9/6R1C/7r1/9/4r4/5K3 w
5步杀4964,2ba5/4ak3/2N1b4/1C7/9/7R1/9/9/r3r4/3K5 w
5步杀4965,3a1a3/3R5/4bk3/9/8N/8C/9/1r2B4/4r4/3K2B2 w
5步杀4966,2R2a3/3k2N2/5a3/9/9/9/8C/4Bp3/3rr4/5K3 w
5步杀4967,5a1C1/3ka4/4b4/R6N1/6b2/1r7/9/9/6p1r/5K3 w
5步杀4968,2ba5/4ak3/2N1b4/7C1/9/7R1/9/4B4/1r2rp3/3K2B2 w
5步杀4969,R2akab2/2Nr4r/4b4/9/9/9/9/3C1p3/4p4/5K3 w
5步杀4970,2r1k4/3ra4/2N2a3/9/9/6CR1/9/4p4/3p1p3/4K4 w
5步杀4971,2ba5/4ak3/2N1b4/9/1C7/7R1/9/9/2r1r4/c2K5 w
5步杀4972,2ba5/4ak3/2N1b4/1C7/9/7R1/1c7/4B4/r3r4/2BK5 w
5步杀4973,3k5/CcN2R3/9/9/9/9/9/3pB4/2r1r4/3K5 w
5步杀4974,Cc1a4r/4k4/9/3R5/1N7/9/9/9/1r2p4/3K5 w
5步杀4975,1cb2ab2/4k4/3N5/3R5/9/3C5/9/4B4/4rpr2/3K2B2 w
5步杀4976,3ck1b2/4a4/1N7/9/C5b2/4R4/9/3A5/3r1p2r/2B1K4 w
5步杀4977,1r2R4/3k1Nc2/9/9/C8/9/9/3r5/3p1p3/4K4 w
5步杀4978,5a1c1/3k5/1C2R4/4N4/9/9/9/5p3/4p2rr/5K3 w
5步杀4979,3a4c/4k4/C2a5/1R7/4N4/9/5r3/5p3/4p1r2/5K3 w
5步杀4980,2bak1rc1/4a4/4b4/4CR1N1/9/9/9/3p5/2r1p4/3K5 w
5步杀4981,R2ak1b1c/9/3ab3r/7N1/9/7C1/9/4p4/3r1p3/4K4 w
5步杀4982,5r3/C3k2c1/4b4/1RN6/6b2/6B2/9/4B4/4A1r2/3AK3c w
5步杀4983,5a3/3ka4/1c7/1R3N3/9/4C4/9/3A2r2/3r1p3/4K3c w
5步杀4984,3k1a3/9/b4a2C/6NR1/9/6B2/9/3n4B/6r2/1r1A1K3 w
5步杀4985,1rba5/4k4/5N2n/8R/5C3/9/5p1r1/9/4p4/5K3 w
5步杀4986,2ba1kb2/1C7/9/2NR5/9/9/5n3/4B4/r1c1p2r1/5KB2 w
5步杀4987,1R1aka3/2Nr5/4bc3/9/6b2/3C5/7r1/4B1p2/2n1A4/2BA1K3 w
5步杀4988,5a3/3n5/3k1N3/5C3/9/9/4R4/4pc3/3p1r2r/4K4 w
5步杀4989,7N1/5R3/1r2k3C/8n/2b6/9/5c3/4p4/5p3/1r1cK4 w
5步杀4990,6b1c/5k3/2R2a3/2p2N3/2n4c1/9/1r1r5/3C5/3pp4/5K3 w
5步杀4991,5k1C1/3R5/5a3/5N1n1/1n2p4/9/9/9/1r2p2r1/5K3 w
5步杀4992,3k5/2R3N2/9/9/9/3p5/3c4C/3rnKnr1/9/9 w
5步杀4993,4n4/2R1a4/N2k1a3/2c6/2b3b2/2p6/2p3C2/2p6/r1n1p1p1r/5K3 w
5步杀4994,3ar4/CrN1k4/9/9/6b2/3R5/9/4c4/2np1p1n1/2c1K4 w
5步杀4995,2R3nc1/3ka3c/4N3b/9/1rb6/1n4r2/3C5/5p3/4p4/5K3 w
5步杀5183,3N1ab2/3rk4/4b4/5R1CC/9/9/9/3p5/2p1p4/3K5 w
5步杀5184,2bak4/4a4/4b1c2/4C1RN1/9/6C2/9/4p4/2rp1p3/4K4 w
5步杀5185,2bak4/4a4/4b2c1/1NC4R1/4C4/9/3r5/3p5/2p1p4/3K5 w
5步杀5186,2Rak1b2/4aN3/9/7C1/8C/7r1/9/9/3p1pc2/4K3c w
5步杀5187,1r1a1a3/4k4/4bc3/cN1R1C3/2b6/9/4p4/5A3/4Ap3/2BK2C2 w
5步杀5188,1C3k3/4ac3/1N2R4/6p2/9/9/9/3pB1C2/2p1r4/3K2c2 w
5步杀5189,2bk1a3/9/3a5/7N1/9/9/C3R3C/1p2B4/1np1Ap1r1/4KA3 w
5步杀5190,3ak1b2/9/4ba3/7N1/C5p2/2R2C3/3r4c/9/4AK1n1/3A5 w
5步杀5191,2ba1a3/5k3/9/C1N6/2b2C3/9/5R3/2nAB4/4Ap1r1/4K3c w
5步杀5192,2RNk4/4a4/4ba3/CC7/9/6n2/7pr/9/3cA4/2BA1KB2 w
5步杀5193,2b1ka3/6C2/n3ba3/1NR4C1/9/9/1r2c4/4B4/3pA4/4KAB2 w
5步杀5194,3a1abnC/1R4c2/4k4/9/6b2/r6N1/4p4/B2A5/4A4/2B1KC3 w
5步杀5195,3R5/C6NC/c3k4/9/9/9/9/5pn2/4p1r2/5K3 w
5步杀5196,5k3/3R5/4b4/2N1C4/2b2C3/9/9/2n6/1r1p1p3/c3K4 w
5步杀5197,2b2a3/4k4/3a5/3C5/9/3R5/4C1N2/3p3n1/4p1r2/3K4c w
5步杀5198,4k1b2/4a4/c3ba3/7N1/1C7/9/C7R/9/2rp1pn2/4K4 w
5步杀5199,C3ka3/9/b3ba3/3R1N3/9/C8/9/3A5/3pAp3/2c1K2nr w
5步杀5200,6c2/5k3/1N2b4/4C4/2b2C3/3R5/9/6n2/7r1/4K3c w
5步杀5201,7c1/5k3/1N2b4/9/2bR1C3/4C4/9/8n/2r6/4K3c w
5步杀5202,3a2c2/5k3/1N2b4/4C4/2b2C3/3R5/9/5An1B/7r1/4KAB1c w
5步杀5203,3a5/C3k4/3c4R/3N5/C8/9/9/5p3/r3p4/c2AnK3 w
5步杀5204,6b1c/4a1NC1/3k5/9/n2c4n/r8/1C7/9/4p1p2/5K2R w
5步杀5205,2b2a3/C3a4/3kb4/9/9/5RN2/9/1C7/r2r1p3/4K4 w
5步杀5206,3a2b2/4a3C/4bk3/7C1/9/2NR5/9/9/3p1r2r/4K4 w
5步杀5207,3a2b2/4a3C/4bk3/9/9/2NR5/9/7C1/3p1r2r/4K4 w
5步杀5208,2bak4/4a3C/4b4/3r1r1N1/9/9/5C1R1/4p4/3p1p3/4K4 w
5步杀5209,2r3b2/5k3/4N4/4p3C/9/6RC1/9/1n7/5r3/3K1A3 w
5步杀5210,2r3b2/5k3/4N4/4p3C/9/6RC1/9/9/1n1KAr3/5A3 w
5步杀5211,3r5/1C1Nak3/5a3/3R5/9/7rC/9/2n6/3p1p3/4K4 w
5步杀5212,C2k1ab2/2R1a4/4b4/9/5N3/2p6/3C5/1rrAB4/4Ap1n1/2BK5 w
5步杀5213,2ba1ab2/4krR1C/4nN3/9/9/9/7C1/3p5/2p1pr3/3K5 w
5步杀5214,9/3R4c/C4k3/2N6/2b6/9/9/6n1B/2r2r3/4K3C w
5步杀5215,2b2a3/C3a4/3kb4/9/9/5RN2/9/1C2B4/r2r3nc/2B1K4 w
5步杀5216,3k1a3/1NR2n3/3ab4/1r4CC1/2b6/2B6/9/9/1c1pA2r1/4KA3 w
5步杀5217,5a3/4kr3/5N2C/7C1/9/9/9/5p1n1/4p4/1r1R1K1c1 w
5步杀5218,3k1rbC1/2n1R4/2cac4/4C4/3N5/3r5/9/3p5/4p4/3K1p3 w
5步杀5219,1c3a3/3k2C2/2R6/4C1N2/4p4/4n4/4r4/4r4/4n4/4K4 w
5步杀5220,R2r1k3/4n4/2n1b4/6N2/9/1r2C4/4c4/4B4/3pA4/4KC3 w
5步杀5221,3k5/2R3N2/3C3C1/2p6/9/2BpcpB2/3p1p3/4r4/3K1n3/2r3n2 w
5步杀5222,2R2CbC1/3kcN3/3r5/n3c4/7n1/4r4/9/9/4p1p2/5K3 w
5步杀5301,C2k5/2N6/1n2b4/4p4/N8/9/R8/9/3p1p1c1/4K1p2 w
5步杀5302,5k2C/6N2/4b2n1/4p4/8N/9/8R/9/1c1p1p3/2n1K4 w
5步杀5303,2b2k3/NR7/5r3/2N6/9/1C7/9/9/3p5/4K1p2 w
5步杀5304,3k2b2/7RN/3r3N1/7C1/9/9/9/9/3p1p3/4K4 w
5步杀5305,3ak4/4a4/c3b4/1N1NR3C/9/9/9/9/3r1p3/4K1p2 w
5步杀5306,2bak4/4a4/4b2c1/3N5/9/6CN1/7R1/3p5/1r2p4/3K5 w
5步杀5307,2N2k3/5c3/4RN3/1cp6/6p2/5C3/9/9/1rp1p4/3K5 w
5步杀5308,5R3/4k4/5N3/9/6C2/5n3/3N5/3p5/1r2p4/3K5 w
5步杀5309,3k2b2/7RN/3r3N1/7C1/9/9/9/9/2np1p3/3AK4 w
5步杀5310,2bakan2/3R5/b1r2c3/5N3/4N4/9/9/1C2B4/3pA4/2BAK4 w
5步杀5311,4k4/3Ra2N1/3a4b/5N3/6b2/2B5C/9/Bn1A5/3rAp3/c3K4 w
5步杀5312,4k4/3Ra2N1/4ba3/4p2N1/6b1C/2B3B2/9/3A1An2/3r1p3/4K2c1 w
5步杀5313,1R7/1CcN1k3/4n4/4N4/9/9/9/5p3/2ppp1r2/2c2K3 w
5步杀5314,1C2k1b2/5RN2/1n2N4/6p2/2n6/9/9/3p5/4pr3/3K5 w
5步杀5315,4k4/9/3n1R3/4N1N2/4n4/4Cc3/4c4/9/2p1p2r1/3K5 w
5步杀5316,2bk1N3/6R2/b2N1n2C/1r6c/7n1/6c2/9/5p3/4p4/5K3 w
5步杀5317,C1bR5/8n/4k4/3c3Nn/2bN5/9/3p5/3p5/2p1p4/3K1c1r1 w
5步杀5318,2RN1kN2/9/4ba2c/1n4p2/2b1p1n2/9/9/3cC4/2rp1p3/4K4 w
5步杀5319,r1b1kab2/4a4/4c4/5N3/6N2/1R7/1C7/4B4/4p2r1/3A1KB2 w
5步杀5320,C1cNk1b2/9/8N/9/3r5/3r5/9/5R3/4pcp2/5K3 w
5步杀5321,1cN1k4/CN5r1/5R3/9/2b3b1c/9/2r6/5pp2/4p4/5K3 w
5步杀5322,2baR4/5k3/3a1N3/9/6b2/4C4/5N3/3n1r2r/4p4/3K5 w
5步杀5323,2b1k2C1/2NR5/4N2n1/9/9/9/9/5p3/3rp3r/5K3 w
5步杀5324,1rbk5/4R4/C5N2/9/8r/N2c5/9/2n6/5p3/2p1K4 w
5步杀5325,4RN3/1r7/5k3/4N4/9/9/9/3p5/4p2p1/2CK1nrc1 w
5步杀5326,2b1k1Nc1/9/3R5/6c1r/4N4/1C7/1n7/2r6/6p2/3p1K3 w
5步杀5327,1C1R2bc1/5k3/b4N3/6c1r/4N4/9/1n7/2r6/6p2/3p1K3 w
5步杀5328,4k4/3R3NC/b8/5c3/1nbN5/9/9/3p5/2p5r/3Kcr3 w
5步杀5329,c1R6/2rk5/2N5b/9/4p3r/4CN3/3n5/3c5/2p1p4/3K5 w
5步杀5330,c4R3/2r6/2Nk4b/9/4p1N1r/4C4/3n5/3c5/2p1p4/3K5 w
5步杀5331,2b2R3/3k1NcC1/b3n4/4N4/9/9/9/2rp5/4p1p2/3K2c1r w
5步杀5332,3k5/4R2NC/b8/p1N6/n1b6/5c3/9/1r1p5/2p6/3Kcr3 w
5步杀5333,c1c1k1b2/5N3/2N6/2p1n1p2/2b6/3R5/9/9/3p1p1r1/2p1KCr2 w
5步杀5334,1r3R3/4k4/3n1NN2/9/n8/9/9/3pp4/2p1p2r1/C2K5 w
5步杀5335,1r4R2/2Nck1NrC/9/2pn2p2/n1b3b2/9/9/9/4p1p2/5K3 w
5步杀5336,4R4/3N1k3/9/9/2p3Cr1/2p2p2N/2n2n2r/2p2K2B/3cp4/9 w
5步杀5337,2b1Nk3/R8/4b4/4N1n2/6n2/9/5C3/6r2/4r2c1/5K2c w
5步杀5338,4k4/1R6C/nN2n4/7rr/4N4/5c3/9/3pp4/4c4/3K5 w
5步杀5339,4kNc2/9/1rnnN3b/9/9/9/4R4/4r4/2p1Cc3/3K1p3 w
5步杀5340,5kr2/3R5/5N2b/1n3nr2/4N4/5C3/9/2c6/4p1p2/2c2K3 w
5步杀5341,5kr2/9/5N2b/1n3r3/4N4/5Cn2/9/2cR5/4p1p2/2c2K3 w
5步杀5342,4Nk1c1/2R6/4b3b/1r2N1n2/6n2/9/5C3/4p4/6p2/1r2cK3 w
5步杀5343,9/3N5/4k3b/4N3n/2b3nc1/9/3R5/4rp3/6p2/1cr1CK3 w
5步杀5344,9/4k4/8b/2N1N3n/2b3nc1/9/3R5/4rp3/6p2/1cr1CK3 w
5步杀5345,1cb1N4/4R4/1c1kNn2C/4p4/9/r1n4r1/9/3p5/4p4/3K5 w
5步杀5346,c3k1b2/9/2N2Rn2/r1p1nN3/9/9/9/9/2pp1p3/2c1KC1r1 w
5步杀5347,2nR5/5kN2/4b4/4N1p2/2b4n1/4p4/9/3p1C3/2cpp2r1/1r2cK3 w
5步杀5385,R1b3b2/3k5/5a1NC/9/N8/4nn3/3C5/5p3/4p2r1/4cK3 w
5步杀5386,r8/1C1n5/C3ka1Rb/3N5/1N4b2/3n5/9/3p5/2p1p4/3Kcpc2 w
5步杀5387,3ak1c2/4a4/b8/7N1/2b2C1N1/2p1rR2r/4p4/3K5/4p4/2C6 w
5步杀5388,1C1a5/2N1ak1N1/4b4/9/2b6/9/9/2pRrn2r/3K4C/4p4 w
5步杀5389,r3ka3/2R1a4/3cb1C1b/N3C2N1/9/5p3/6n2/5K3/9/8r w
5步杀5390,3ak3r/4a1R2/b1C1bc3/1N2C3N/9/3p5/2n6/B2K5/9/r1BA5 w
5步杀5391,3a4R/4ak1rn/9/4pC3/4cN2N/5C3/9/9/r2p1p3/4K4 w
5步杀5392,R4a3/nr1ka4/9/3Cp4/N2Nc4/3C5/9/9/3p1p2r/4K4 w
5步杀5393,9/2n2k3/2C2NN2/2pR5/6b2/2Bc5/2r6/9/c2KA1C2/1r7 w
5步杀5394,3ak1b2/4a4/4b3n/3N3N1/3r5/5R2r/9/4BC1C1/1n2Ap3/3AK1B2 w
5步杀5613,4k4/3Ra4/1N2b4/4R4/9/C1n6/9/9/3p1p1c1/4K1p2 w
5步杀5614,4k4/4aR3/4b2N1/4R4/9/6n1C/9/9/1c1p1p3/2p1K4 w
5步杀5615,3k5/4a1R2/3a5/9/9/9/9/2NR4C/3p1p2r/2p1K4 w
5步杀5616,C1ba1kb2/4a3R/9/4p1N2/9/9/2r1c4/4B4/3Rpp3/c2K2B2 w
5步杀5617,C3ka3/2R1an3/5N3/9/9/9/2R6/4r4/3pAp3/4K4 w
5步杀5618,3akab2/1R7/4b4/1Np1p4/9/7R1/C8/9/4p1rn1/3A1K3 w
5步杀5619,6b2/1N1Rak2C/5c3/9/9/R8/6p2/4B4/4Arn2/2BAK4 w
5步杀5620,2bak3C/4a4/4b4/4N1RR1/9/9/9/B8/c1nrAp3/2BAK4 w
5步杀5621,4R4/3C5/3n1k3/4N4/9/9/9/5p3/4p4/1R3K1cr w
5步杀5622,3ak4/3Ra4/3RN4/9/7C1/9/9/8n/3p1p3/4K1cr1 w
5步杀5623,4R4/3k5/1R3nN1C/5c3/2b6/9/9/4p4/5p3/r2cK4 w
5步杀5624,C1bak4/1R2a4/5c1r1/3R5/9/5N3/9/4B3n/2p1Ap3/3K4c w
5步杀5625,2bk1ab1C/R3a4/9/2N1p4/9/9/4c1r2/4B4/3pnR3/2B2K2c w
5步杀5626,9/1Nnka1R2/3a5/9/9/9/C8/5p3/2n4r1/3R1K3 w
5步杀5627,7R1/4ak3/b2abN3/2R6/9/2B6/9/p8/1n2AK3/cnrA4C w
5步杀5628,2Rak4/4a4/4br1R1/7N1/2b1pn1n1/9/9/7c1/2p2p1p1/3K3C1 w
5步杀5629,3R5/4ak3/3NR4/4nrn2/9/9/3C5/5p3/4p1pc1/3c1K3 w
5步杀5630,6bRC/3k3r1/4b4/4pN3/9/9/9/3p5/1r2p4/3K3R1 w
5步杀5631,3k2b2/4a1N2/3ab4/9/9/3R1R3/1r7/4B4/4r4/c2K1CB2 w
5步杀5632,4ka3/4a4/b1N1b4/3R5/9/2C6/2p6/4B4/4rr3/1R1K1ABc1 w
5步杀5633,9/3k5/3N5/4R4/5C3/3p5/1c1r5/5p1r1/4p4/3R1K3 w
5步杀5634,3k1a3/1c1ra1N2/4b4/6p1C/3R1R3/9/9/5pr2/4p4/5K3 w
5步杀5635,2bak4/4a4/1c2b2c1/5r3/3RN4/3R5/9/4C4/4r4/3K2B2 w
5步杀5636,2bak4/4a4/1c2b2c1/9/3RNr3/9/9/3RC4/4r4/3K2B2 w
5步杀5637,2bakN3/4aR3/c3b4/1C1R5/7r1/9/4c4/4B4/4Ar3/2BAK4 w
5步杀5638,4NR3/5R3/4k4/2p6/2Ccp4/3c5/9/9/2rp1pr2/4K4 w
5步杀5639,3k5/4a1R2/b2a5/9/9/9/9/2NR4C/1r1p1rn2/4K4 w
5步杀5640,5k3/2R1a4/5a2b/9/9/9/9/C4RN2/2nr1p1r1/4K4 w
5步杀5641,3aka1r1/9/4b4/6N1C/9/1R1R5/9/2n1B4/4r1p2/5K3 w
5步杀5642,3k5/4a2R1/b2a5/9/9/9/9/2NR4C/1r1p1rn2/3AKA3 w
5步杀5643,1RC2k3/3ra1N2/4b1c2/7R1/9/9/9/5n3/4r4/5K3 w
5步杀5644,3ak1b2/4a4/4N4/9/3R5/6C2/4c4/4B4/1n1RAr3/4KAr2 w
5步杀5645,3k2b2/4a1N2/3ab4/5R3/9/3R5/1r7/n3BC3/4r4/c2K2B2 w
5步杀5646,4ka3/4a4/b1N1b4/3R5/9/2C6/2n6/4B3c/4r2r1/1R1K2B2 w
5步杀5647,3aka1r1/5R3/4b3n/9/5Nb2/3R5/9/1c1C5/4AK3/2BA2r2 w
5步杀5648,C3ka1r1/3Ra4/9/5NR2/2b6/9/2r3c2/3A1A3/7n1/2B1K1B2 w
5步杀5649,1RC2k3/3ra1N2/4b2c1/8R/9/9/9/3n1p3/4r4/5K3 w
5步杀5650,1RC2k3/3ra1N2/4b1c2/7R1/9/9/1n7/4B3r/4Ap3/2B1K4 w
5步杀5651,2b2k3/4a4/8n/9/6R2/6BR1/9/7r1/1rpp1C3/c3K1N2 w
5步杀5652,4kar1C/c3a4/b3b3R/5R1N1/9/9/9/3A2pr1/3p5/3A1K1n1 w
5步杀5653,5kb2/4R4/4Nc2b/9/8n/9/9/4C1p2/2rpRpr2/4K4 w
5步杀5654,4R4/9/5k3/4N4/4c2rC/9/4R4/5p3/4p1cnr/5K3 w
5步杀5655,9/R3a4/3k5/9/2b3b2/4N4/9/4C3R/2nr1rn2/2BAKAB2 w
5步杀5656,2b1ka1n1/4a4/4b4/9/2n1NR3/9/5R3/2pAC4/3KA4/r1r6 w
5步杀5657,3a2NCR/cR7/3k5/9/7n1/9/9/5n3/1r3p2r/4K4 w
5步杀5658,1n1akc3/4aR3/4bn3/1N7/9/2C6/9/9/r2p2r2/4K2R1 w
5步杀5659,3cka1n1/3Ra4/3nb4/7N1/9/6C2/9/5A2B/2r2p2r/1R2KAB2 w
5步杀5660,2n2k2r/8R/4b3b/2nN3R1/9/6r2/9/3p2c1C/2p1p4/3K5 w
5步杀5661,1r2R1b2/6R2/5k2c/9/c1b2n1n1/3p1N3/5C3/3K1p1r1/4p4/9 w
5步杀5662,3R3c1/5k3/8n/1n3N3/r1b3bc1/1R3p3/5C3/3p5/4p1r2/3K5 w
5步杀5663,1c3k2r/3R5/4R2C1/2pcNnp2/6n2/9/5r3/5p3/4p4/5K3 w
5步杀5664,9/4k4/bn3Rcn1/4N4/5rpc1/4R4/4r4/5p3/6p2/3pCK3 w
5步杀5706,2b3RR1/3Nak3/9/9/9/9/9/C2pCp3/4p4/3K1pr1c w
5步杀5707,3k1ab2/2R1aR3/4b4/5N3/7C1/r8/9/3C1A3/4p1n2/2BK3c1 w
5步杀5708,2b1ka3/3Ra4/1c2b3c/N8/R8/6B2/4C1r2/C8/4Ap1n1/3AK4 w
5步杀5709,3ak1b2/4aR3/c3b2c1/8N/8R/2B6/2r1C4/8C/1n1pA4/4KA3 w
5步杀5710,5kb2/2c6/7R1/6NC1/4cC1n1/n3r4/9/5p3/4p4/2R2K3 w
5步杀5711,4R1bn1/3k4C/b1n6/4cN3/9/5C3/9/4pp3/6p2/3rcK1R1 w
5步杀5712,2C2a3/3kaR3/9/r4N3/r8/9/9/3C5/4p4/2RK1p3 w
5步杀5713,1C2kab2/rN2a2R1/2r1c3b/9/9/5R3/9/7C1/9/3K5 w
5步杀5714,1C2kab2/rN2a2R1/2r1c3b/9/9/5R3/9/7C1/4p4/3K5 w
5步杀5715,2bk1a3/1R2a2N1/rCc1b4/9/9/9/9/4C2R1/3r1p3/4K4 w
5步杀5716,2bk1a3/1R2a2N1/rCc1b4/9/9/9/9/4C2R1/2r1A1p2/3AK4 w
5步杀5717,5abR1/3Rak1n1/9/9/8N/6C2/1r2p4/5C3/4p2r1/5K3 w
5步杀5718,2b6/1C2k4/n3bR3/6N2/9/9/9/1R7/3p2rr1/1C2K3c w
5步杀5719,2b6/1C2k4/n3bR3/6N2/9/6B2/9/1R6B/3p2rr1/1C2K3c w
5步杀5720,3akabcC/9/4b4/1n1N5/1C1R5/9/9/9/3r1p2r/3RK4 w
